"Début d'événement";"Type d'événement";"Lieu de l'événement";"Nom Organisme";"Type d'organisme";"Identifiant";"Style";"Categorie";"Genre";"Titre";"Texte Début";"Texte Milieu";"Texte Fin";"Commune";"Département";"Code INSEE";"Code Postal";"Coordonnées GPS";"Date Modification";"Jour Min";"Jour Max";"Tarif Mention Payant";"Tarif Général";"Tarif Réduit";"Tarif Autre";"Photo 1 Légende";"Photo 1 Crédit";"Photo 2 Légende";"Photo 2 Crédit";"Photo 3 Légende";"Photo 3 Crédit";"Age Minimum";"Liens Vidéos"
"2017-01-20";"Communiqué public";"44/Savenay";"Mairie";"Mairie";"5315463";"Vie quotidienne";"Autres communiqués des administrations (mairie...)";"Autre";"Inscription au repas des aînés";"";"La Commune et le CCAS de Savenay invitent les personnes de 72 ans et plus ans au repas des aînés. Inscription dès à présent et avant le 14 novembre auprès du CCAS ou par téléphone.";"Vendredi 20 janvier 2017, 12h30, En mairie, Savenay. Réservation : 02 40 58 39 40.";"Savenay";"44";"44195";"44260";"47.36057, -1.945375";"2016-10-25";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Don du sang, vaccination";"44/Notre-Dame-des-Landes";"Association Don du sang";"Association";"5426909";"Vie quotidienne";"Don du sang, vaccination";"Don du sang";"Don du sang";"";"Assemblée générale.";"Vendredi 20 janvier, Salle des Chênes, Notre-Dame-des-Landes.";"Notre-Dame-des-Landes";"44";"44111";"44130";"47.38178, -1.709981";"2017-01-17";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-18";"Horaire, permanence";"44/Trignac";"Addeva 44 (Association départementale de défense des victimes de l'amiante)";"Association";"5414451";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"Addeva 44 permanence de Trignac";"Permanence.";"Renouvellement de la carte d’Adhérent à l’Addeva 44, mercredi après-midi, pour les victimes de l’amiante et leurs ayants droit, des communes de Trignac, de Montoir-de-Bretagne, de Saint-Malo-de-Guersac et de Donges.";"Mercredi 18, mercredi 25 janvier, mercredi 1er février, 14h à 17h, 1, rue de la Paix, Trignac. Contact : 02 40 91 33 46, addeva44tri@orange.fr, www.addeva44.fr";"Trignac";"44";"44210";"44570";"47.31752, -2.188227";"2017-01-09";"2017-01-18";"2017-02-01";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Election";"44/Sucé-sur-Erdre";"candidats majorité départementale";"Syndicat, parti politique";"5426127";"Réunions formations cérémonies";"Élections";"Élection présidentielle";"Élection présidentielle";"";"Dans le cadre des primaires citoyennes de la gauche, ouverture d'un bureau de vote.";"Dimanche 22, dimanche 29 janvier, 9h à 19h, Galerie de l'Erdre, place du Prieuré, Sucé-sur-Erdre.";"Sucé-sur-Erdre";"44";"44201";"44240";"47.34244, -1.527948";"2017-01-17";"2017-01-22";"2017-01-29";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Réunion, assemblée";"44/Treillières";"amicale des retraités";"Association";"5408634";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Assemblée générale";"Amicale des retraités";"Assemblée générale.";"Compte-rendu financier, présentation des activités et voyages, élection et renouvellement du tiers sortant, diaporama, paiement de la cotisation et galette des rois.";"Samedi 21 janvier, 14h, Salle Simone-de-Beauvoir, Treillières.";"Treillières";"44";"44209";"44119";"47.32604, -1.624091";"2017-01-04";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Don du sang, vaccination";"44/Mésanger";"amicale des donneurs de sang";"Association";"5405870";"Vie quotidienne";"Don du sang, vaccination";"Don du sang";"Don du sang";"";"Collation offerte après le don, garderie assurée. N’oubliez pas qu’un peu de votre sang peut sauver une vie.";"Vendredi 20 janvier, 16h à 19h, Salle Anne-Gandon, rue des Chevaliers-de-Malte, Mésanger.";"Mésanger";"44";"44096";"44522";"47.43207, -1.231293";"2017-01-03";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Porte ouverte";"44/Sainte-Anne-sur-Brivet";"Mairie";"Mairie";"5417782";"Voir visiter";"Portes ouvertes, forums";"Portes ouvertes, forums";"Portes ouvertes Maison de santé";"Samedi 21 janvier, 10h à 13h, Maison de santé, 7, place de l’Église, Sainte-Anne-sur-Brivet.";"";"";"Sainte-Anne-sur-Brivet";"44";"44152";"44160";"47.45962, -2.005985";"2017-01-12";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-17";"Exposition, musée";"44/Trignac";"Centre culturel Lucie-Aubrac, Service Vie Associative et Culturelle de la ville de Trignac";"Administration, service public, parapublic";"5412860";"Voir visiter";"Exposition, musée";"Exposition";"Folk en Photos";"Exposition.";"Immersion en photos dans l’univers du festival Folk en scènes. Ouverture au public : mardi, jeudi et vendredi de 15 h à 17 h, le mercredi de 9 h 30 à 13 h 30 et de 13 h 30 à 18 h 30.";"Du mardi 17 janvier au samedi 4 février, Centre culturel Lucie-Aubrac, 6, rue de la Mairie, Trignac. Gratuit. Contact : 02 40 90 32 48.";"Trignac";"44";"44210";"44570";"47.31752, -2.188227";"2017-01-06";"2017-01-17";"2017-02-04";"non";"";"";"";"Expo Folk en Photos du 17/01 au 04/02 à Trignac";"Jacinte";"Expo Folk en Photos du 17/01 au 04/02 à Trignac";"baladenocturne.com - T.Poisson";"Expo Folk en Photos du 17/01 au 04/02 à Trignac";"baladenocturne.com - T.Poisson";"";""
"2017-01-13";"Exposition, musée";"44/Nantes";"galerie Confluence";"Association";"5400905";"Voir visiter";"Exposition, musée";"Exposition";"Page blanche et chambre noire de Frédéric Malette et Sara Imloul";"Exposition.";"L’année 2017 s’ouvre pour les galeries Confluence et RDV sous le signe du partenariat et de la rencontre en s’invitant mutuellement dans leurs espaces respectifs. Ce projet rassemble les dessins de F. Malette et les photographies de S. Imloul, œuvrant tous deux en noir et blanc.";"Du vendredi 13 janvier au samedi 11 février, 14h à 19h, Galerie Confluence, 45, rue de Richebourg, Nantes. Gratuit. Contact : contact@galerie-confluence.fr, www.galerie-confluence.fr";"Nantes";"44";"44109";"44000";"47.21698, -1.546794";"2016-12-27";"2017-01-13";"2017-02-11";"non";"";"";"";"Baal";"Frédéric Malette";"Autoportrait II-Das Schloss";"Sara Imloul";"";"";"";""
"2017-01-21";"Spectacle";"44/Mésanger";"Les Amis de la scène";"Association";"5428846";"Concerts, spectacles";"Autres scènes";"Théâtre";"Feu d’artifice de Noël Piercy";"Théâtre.";"Explosion de couleurs et de rires avec cette nouvelle comédie des Amis de La Scène. Autres dates : 27, 28 et 29 janvier et 3 et 4 février.";"Samedi 21 janvier, 20h30, dimanche 22 janvier, 15h, Salle du Phenix, Mésanger. Tarif 7€, réduit 4€, autre : enfants : 3 €, gratuit pour les moins de 7 ans. Réservation : 02 40 96 73 76, www.amisdelascene.com";"Mésanger";"44";"44096";"44522";"47.43207, -1.231293";"2017-01-18";"2017-01-21";"2017-01-22";"oui";"7";"4";"enfants : 3 €, gratuit pour les moins de 7 ans";"Tous les acteurs sont fin prêts pour un grand feu d'artifice";"";"";"";"";"";"";""
"2017-01-05";"Exposition, musée";"44/Héric";"communauté de communes d'Erdre et Gesvres";"Administration, service public, parapublic";"5284417";"Voir visiter";"Exposition, musée";"Exposition";"Exposition Cyrano de Rébecca Dautremer";"Exposition.";"Exposition d'illustrations originales de l'album Cyrano de Rébecca Dautremer, à l'occasion du spectacle «Caché dans son buisson de lavande, Cyrano sentait bon la lessive.";"Du jeudi 5 au vendredi 20 janvier, Médiathèque, Héric. Gratuit. Contact : 02 28 02 22 52.";"Héric";"44";"44073";"44810";"47.41297, -1.65117";"2016-10-06";"2017-01-05";"2017-01-20";"non";"";"";"";"";"Rébecca Dautremer";"";"";"";"";"";""
"2017-01-05";"Formation, vie scolaire, concours";"44/Pornichet";"école Saint-Jean";"Etablissement scolaire, universitaire";"5410217";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"École Saint-Jean : inscriptions rentrée septembre 2017";"";"Les inscriptions des enfants nés en 2014 et 2015 ont commencé. Mme Largeron, la directrice de l'école Saint-Jean se tient dès à présent à la disposition des familles pour des renseignements, une visite sans engagement, une prise de rendez-vous.";"Jusqu'au mercredi 15 février, École Saint-Jean, 15, avenue Jeanne-d'Arc, Pornichet. Contact : 02 40 61 10 76, saintjean-pornichet@orange.fr, http://saintjean-pornichet.fr";"Pornichet";"44";"44132";"44380";"47.26594, -2.338583";"2017-01-05";"2017-01-05";"2017-02-15";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Réunion, assemblée";"44/Guenrouet";"AAPPMA la Brème de l'Isac";"Association";"5424261";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Assemblée générale";"Aappma la Brème-de-l'Isac";"Assemblée générale.";"L’Aappma présentera le bilan 2016 et les prévisions 2017 des activités piscicoles et de protection des milieux aquatiques sur les communes de Saint-Gildas-des-Bois, Campbon, Plessé et Guenrouet.";"Samedi 21 janvier, 19h, Salle culturelle, rue de l’Abbé-Verger, Guenrouet.";"Guenrouet";"44";"44068";"44530";"47.51905, -1.953044";"2017-01-16";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-14";"Ordure, déchet";"44/Villepot";"Ogec Notre-Dame-de-la-Paix";"Autre organisme à but non lucratif";"5420058";"Vie quotidienne";"Collecte ordures, déchèterie, balayage";"Collecte (cartons et journaux, ordures, ferraille, verre…)";"Collecte et recyclage papier";"";"Permanences tous les 15 jours.";"Samedi 14, samedi 28 janvier, samedi 11 février, 10h à 12h, Cour de l’école Notre-Dame-de-la-Paix, 7, rue du Calvaire, Villepot.";"Villepot";"44";"44218";"44110";"47.77547, -1.27757";"2017-01-12";"2017-01-14";"2017-02-11";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Sport";"44/Maumusson";"association sportive maumussonnaise";"Association";"5429066";"Loisirs et sports";"Sport";"Mémento sportif";"EsBCM football";"Mémento sportif.";"En championnat, EsBCM B contre Oudon Couffé FC à 15 h ; en déplacement, EsBCM A contre Châteaubriant Voltigeurs à 15 h ; EsBCM C contre Joué-sur-Erdre à 15 h ; les féminines recevront le Gf Châteaubriant à La Chapelle-Saint-Sauveur pour 13 h.";"Dimanche 22 janvier, Maumusson.";"Maumusson";"44";"44093";"44540";"47.48268, -1.10624";"2017-01-18";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/Châteaubriant";"Corres. Ouest-France Ronan HOUSSIN";"autre";"5428600";"Loisirs et sports";"Sport";"Match";"Football";"";"CFA, Voltigeurs contre Romorantin.";"Samedi 21 janvier, 18h, Stade de la Ville en Bois, rue Winston-Churchill, Châteaubriant. Tarif 6€, réduit 3€.";"Châteaubriant";"44";"44036";"44110";"47.70178, -1.381743";"2017-01-18";"2017-01-21";"2017-01-21";"oui";"6";"3";"";"";"";"";"";"";"";"";""
"2017-01-22";"Religion";"44/Ancenis";"église évangélique de Pentecôte";"Institution religieuse";"5422237";"Réunions formations cérémonies";"Cérémonie, commémoration, religions";"Vie paroissiale";"Culte, chants, prières, prédication";"";"Enseignement biblique pour vivre concrètement la foi.";"Dimanche 22 janvier, 9h45, Église évangélique de Pentecôte, 66-72, rue du Château, Ancenis. Contact : 02 40 83 07 56, www.addancenis.com";"Ancenis";"44";"44003";"44150";"47.36403, -1.178728";"2017-01-13";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Concert";"44/Ancenis";"Théâtre Quartier libre";"Équipement à but non lucratif (culture, sport et loisir)";"5184669";"Concerts, spectacles";"Concert, spectacle musical";"Chanson";"Double plateau : Zaza Fournier et Chloé Lacan";"";"Zaza Fournier s’associe cet opus à MajiKer, beat box britannique. Sa plume est toujours tranchante, pas de métaphores ni de double sens ; ce qu’elle veut, elle le dit. Les choses de la vie vues par Chloé Lacan, le résultat ne peut être qu’explosif. Une tempête musicale empreinte de folie douce.";"Samedi 21 janvier, 20h30, Théâtre Quartier Libre, place Rohan, rue de Bruc, Ancenis. Tarif 19€, réduit 17.50€, autre : jeune 12 €. Contact et réservation : 02 51 14 17 17, reservation@theatre-ancenis.com, www.theatre-ancenis.com";"Ancenis";"44";"44003";"44150";"47.36338, -1.189745";"2016-07-18";"2017-01-21";"2017-01-21";"oui";"19";"17.50";"jeune 12 €";"";"Adeline Poulain";"";"D.R.";"";"";"";""
"2016-11-19";"Réunion, assemblée";"44/Ligné";"Allo allaitement 44 et Bienaitreparents";"Association";"5302236";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Réunion, débat, rencontre";"Réunion autour de l’allaitement maternel";"";"Le but de ces rencontres de futurs ou jeunes parents autour de questions sur l’allaitement maternel. Possibilité d’emprunter des livres.";"Samedi 19 novembre 2016, samedi 10 décembre 2016, samedi 21 janvier 2017, 10h15 à 12h15, Maison de l’enfance, 289, rue Jules-Verne, Ligné. Gratuit. Contact et réservation : www.alloallaitement44.fr";"Ligné";"44";"44082";"44850";"47.40734, -1.373574";"2016-10-17";"2016-11-19";"2017-01-21";"non";"";"";"";"Logo allô allaitement";"Allô allaitement";"";"";"";"";"";""
"2017-01-20";"Conférence";"44/La Baule-Escoublac";"Maison des jeunes et de la culture";"Association";"5419156";"Voir visiter";"Conférence";"Conférence";"Tous omnivores";"Conférence.";"Que faut-il manger ? Au milieu des multiples conseils nutritionnels, que faire ? Le professeur Philippe Legrand Dr en Sciences, en physiologie de la nutrition, auteur du livre « Les pieds dans le plat » présente les connaissances issues des recherches scientifiques pour se nourrir au mieux.";"Vendredi 20 janvier, 18h, Maison des jeunes et de la culture, place des Salines, La Baule-Escoublac. Gratuit. Contact : 02 40 60 37 15, secretariat@mjclabaule.fr, mjclabaule.fr";"La Baule-Escoublac";"44";"44055";"44500";"47.29242, -2.362182";"2017-01-11";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Porte ouverte";"44/Nantes";"France bénévolat Nantes Atlantique";"Association";"5386056";"Voir visiter";"Portes ouvertes, forums";"Portes ouvertes, forums";"Forum de bénévolat";"";"80 associations présentes pour promouvoir ensemble l'engagement bénévole pour une citoyenneté active. Rencontres bénévoles, espace animations, mur d'annonces, bénévolat dating. Gratuit.";"Vendredi 20 janvier, 14h à 18h30, samedi 21 janvier, 10h à 18h, La Manu, 10 bis, boulevard Stalingrad, Nantes. Contact : 02 40 35 12 17, benevolat.nantes@free.fr, http://nantes.francebenevolat.org";"Nantes";"44";"44109";"44000";"47.21938, -1.535189";"2016-12-14";"2017-01-20";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-17";"Exposition, musée";"44/Nantes";"Dust marfateam";"Équipement à but non lucratif (culture, sport et loisir)";"5420049";"Voir visiter";"Exposition, musée";"Exposition";"Marfa sightings";"Exposition.";"Proposée dans le cadre la projection internationale Plot manifest menée à Marfa par Ida Soulard et Abinadi Meza. Vernissage mardi 17 janvier à 18 h 30.";"Du mardi 17 au dimanche 29 janvier, 14h à 19h30, Galerie des Beaux-Arts, 6, place François-II, Nantes. Gratuit. Contact : info@beauxartsnantes.fr";"Nantes";"44";"44109";"44000";"47.20616, -1.556396";"2017-01-11";"2017-01-17";"2017-01-29";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Porte ouverte";"44/Vertou";"école Saint-Martin et Saint-Joseph";"Autre organisme à but non lucratif";"5405194";"Voir visiter";"Portes ouvertes, forums";"Portes ouvertes, forums";"Portes ouvertes à l’école Saint-Martin et Saint-Joseph";"";"Pour les familles désirant inscrire un enfant à la rentrée de septembre, un temps de visite des locaux, de présentation des activités des classes maternelles et primaires et de rencontre avec les enseignants est proposé aux parents et aux enfants. Remise d'une plaquette d'information aux visiteurs.";"Samedi 21 janvier, 9h30 à 12h, École Saint-Martin et Saint-Joseph, 2, place des Dix-Otages, Vertou. Contact : 02 40 34 42 58, ec.martin-joseph@wanadoo.fr, www.smsjvertou.fr";"Vertou";"44";"44215";"44120";"47.17991, -1.507679";"2017-01-12";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Réunion, assemblée";"44/Montoir-de-Bretagne";"Ville de Montoir-de-Bretagne";"Mairie";"5423349";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Conseil municipal";"Conseil municipal";"";"À l’ordre du jour : rapport annuel des administrateurs de la SPL Stran, tableau des emplois et effectifs, demande d’indemnisation d’un commerçant pour perte d’exploitation, succession de Mme Burgeot, représentation de la commune à l’Andspah et l’Apie, réfection de la toiture de l’Ormois, renouvellement bail orange, avis de la commune sur le projet de centrale biogaz de l’estuaire.";"Vendredi 20 janvier, 19h, Hôtel de ville, rue Jean-Jaurès, Montoir-de-Bretagne.";"Montoir-de-Bretagne";"44";"44103";"44550";"47.32689, -2.15004";"2017-01-16";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Sport";"44/Saint-Sébastien-sur-Loire";"Rugby-club Saint-Sébastien Basse-Goulaine";"Association";"5429716";"Loisirs et sports";"Sport";"Mémento sportif";"Rugby-club Saint-Sébastien Basse-Goulaine";"Mémento sportif.";"Le RCSSBG reçoit en championnat de France, fédérale 3, l’Arc Chauray, à 15 h ; lever de rideau à 13 h 30 avec la rencontre des réserves ; l’équipe 3 se rend à Montaigu disputer le match territorial 2.";"Dimanche 22 janvier, Stade René-Massé, Saint-Sébastien-sur-Loire.";"Saint-Sébastien-sur-Loire";"44";"44190";"44230";"47.21006, -1.506094";"2017-01-18";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-10";"Atelier, activité de loisirs";"44/Carquefou";"Alac, association de loisirs et d'animation de Carquefou";"Association";"5393748";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Théâtre d'impro stage de 10 séances";"Du mardi 10 janvier au mardi 28 mars 2017, 20h à 22h, Chateau de Florigny, 9 rue des argonautes, Carquefou. Payant. Contact et réservation : 02 40 52 64 68, alac@alac.asso.fr, www.alac.asso.fr";"";"";"Carquefou";"44";"44026";"44470";"47.29803, -1.484335";"2016-12-20";"2017-01-10";"2017-03-28";"oui";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Réunion, assemblée";"44/Le Pellerin";"Ammac (association de marins et marins anciens combattants)";"Association";"5415531";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Assemblée générale";"Ammac (Association de marins et marins anciens combattants)";"Assemblée générale. Dimanche 22 janvier, 10h, Salle René-Cassin, Le Pellerin.";"";"";"Le Pellerin";"44";"44120";"44640";"47.19985, -1.75188";"2017-01-10";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
